ID_ALMACENAMIENTO;NOMBRE;NIVEL_ABASTECIMIENTO;ID_PRODUCTO;CANTIDAD
2;Wine - Bouchard La Vignee Pinot;1;Wine - Bouchard La Vignee Pinot;187
9;Sprouts - Corn;3;Sprouts - Corn;782
3;Beef - Chuck, Boneless;7;Beef - Chuck, Boneless;691
3;Bagelers - Cinn / Brown;2;Bagelers - Cinn / Brown;426
8;Caviar - Salmon;10;Caviar - Salmon;473
8;Duck - Breast;6;Duck - Breast;941
7;Chips - Potato Jalapeno;5;Chips - Potato Jalapeno;11
2;Vodka - Lemon, Absolut;5;Vodka - Lemon, Absolut;968
2;Nut - Almond, Blanched, Sliced;9;Nut - Almond, Blanched, Sliced;588
4;Ecolab - Solid Fusion;5;Ecolab - Solid Fusion;589
9;Island Oasis - Wildberry;4;Island Oasis - Wildberry;948
6;Bacardi Breezer - Strawberry;9;Bacardi Breezer - Strawberry;92
1;Juice - Happy Planet;8;Juice - Happy Planet;797
5;Lychee;2;Lychee;627
4;Creme De Menthe Green;9;Creme De Menthe Green;654
9;Gatorade - Xfactor Berry;8;Gatorade - Xfactor Berry;992
9;Wine - Beringer Founders Estate;1;Wine - Beringer Founders Estate;769
9;Turnip - Mini;2;Turnip - Mini;973
10;Cheese - Cream Cheese;6;Cheese - Cream Cheese;405
7;Easy Off Oven Cleaner;8;Easy Off Oven Cleaner;138
4;Muffin - Mix - Strawberry Rhubarb;8;Muffin - Mix - Strawberry Rhubarb;237
1;Snapple Lemon Tea;7;Snapple Lemon Tea;595
9;Cabbage Roll;10;Cabbage Roll;352
2;Sterno - Chafing Dish Fuel;10;Sterno - Chafing Dish Fuel;589
4;Spring Roll Veg Mini;9;Spring Roll Veg Mini;477
1;Vinegar - Cider;7;Vinegar - Cider;479
9;Pork - Side Ribs;9;Pork - Side Ribs;38
1;Beef - Ground, Extra Lean, Fresh;8;Beef - Ground, Extra Lean, Fresh;237
6;Wine - Tribal Sauvignon;4;Wine - Tribal Sauvignon;685
5;Ecolab Digiclean Mild Fm;9;Ecolab Digiclean Mild Fm;692
2;Cheese - Le Cheve Noir;9;Cheese - Le Cheve Noir;638
4;Bag - Bread, White, Plain;2;Bag - Bread, White, Plain;437
3;Sugar - Fine;10;Sugar - Fine;281
5;Apricots - Dried;4;Apricots - Dried;130
4;Container - Foam Dixie 12 Oz;4;Container - Foam Dixie 12 Oz;916
5;Yogurt - Strawberry, 175 Gr;5;Yogurt - Strawberry, 175 Gr;867
6;Boogies;6;Boogies;326
2;Magnotta Bel Paese Red;1;Magnotta Bel Paese Red;667
7;Lettuce - Belgian Endive;8;Lettuce - Belgian Endive;757
10;Guinea Fowl;10;Guinea Fowl;935
3;Tomatillo;7;Tomatillo;735
3;Sauce - Hoisin;2;Sauce - Hoisin;356
5;Pasta - Gnocchi, Potato;3;Pasta - Gnocchi, Potato;95
6;Bouillion - Fish;9;Bouillion - Fish;1000
8;Fish - Base, Bouillion;5;Fish - Base, Bouillion;623
10;Cheese - Fontina;2;Cheese - Fontina;894
5;Strawberries;5;Strawberries;427
1;V8 Splash Strawberry Banana;5;V8 Splash Strawberry Banana;888
10;Beer - Labatt Blue;5;Beer - Labatt Blue;69
10;Wine - Shiraz Wolf Blass Premium;5;Wine - Shiraz Wolf Blass Premium;614
8;Peas - Pigeon, Dry;9;Peas - Pigeon, Dry;480
2;Coconut Milk - Unsweetened;1;Coconut Milk - Unsweetened;463
7;Vanilla Beans;2;Vanilla Beans;62
1;Bread - Wheat Baguette;7;Bread - Wheat Baguette;630
5;Fruit Mix - Light;5;Fruit Mix - Light;366
2;Asparagus - White, Fresh;5;Asparagus - White, Fresh;203
4;Clams - Littleneck, Whole;2;Clams - Littleneck, Whole;125
5;7up Diet, 355 Ml;6;7up Diet, 355 Ml;799
9;Pie Filling - Apple;3;Pie Filling - Apple;449
5;Doilies - 8, Paper;2;Doilies - 8, Paper;529
8;Wine - Barolo Fontanafredda;6;Wine - Barolo Fontanafredda;716
1;Myers Planters Punch;1;Myers Planters Punch;124
7;Puree - Pear;6;Puree - Pear;82
7;Wine - Lou Black Shiraz;4;Wine - Lou Black Shiraz;515
9;Cookie - Oreo 100x2;6;Cookie - Oreo 100x2;580
10;Juice - Tomato, 10 Oz;9;Juice - Tomato, 10 Oz;833
3;Veal - Tenderloin, Untrimmed;5;Veal - Tenderloin, Untrimmed;875
9;Turnip - Mini;10;Turnip - Mini;529
7;Cod - Fillets;10;Cod - Fillets;421
1;Beef - Outside, Round;2;Beef - Outside, Round;192
2;Table Cloth 53x69 White;8;Table Cloth 53x69 White;428
4;Veal - Sweetbread;9;Veal - Sweetbread;16
10;Rice - Basmati;5;Rice - Basmati;223
9;Glove - Cutting;7;Glove - Cutting;278
7;Carrots - Mini Red Organic;8;Carrots - Mini Red Organic;941
5;Cheese - Brie, Triple Creme;2;Cheese - Brie, Triple Creme;590
3;Bar Bran Honey Nut;7;Bar Bran Honey Nut;557
1;Oven Mitt - 13 Inch;1;Oven Mitt - 13 Inch;415
8;Pizza Pizza Dough;9;Pizza Pizza Dough;37
9;Vinegar - Rice;3;Vinegar - Rice;197
5;Figs;4;Figs;318
4;Lemons;2;Lemons;933
5;Chocolate - Chips Compound;1;Chocolate - Chips Compound;91
7;Pepper - White, Whole;4;Pepper - White, Whole;254
4;Jolt Cola;1;Jolt Cola;313
2;Seedlings - Buckwheat, Organic;6;Seedlings - Buckwheat, Organic;221
1;Cream - 18%;5;Cream - 18%;336
5;Ecolab - Hobart Upr Prewash Arm;2;Ecolab - Hobart Upr Prewash Arm;892
8;Dried Peach;1;Dried Peach;634
4;Canadian Emmenthal;5;Canadian Emmenthal;987
7;Rootbeer;6;Rootbeer;440
6;Clams - Littleneck, Whole;4;Clams - Littleneck, Whole;690
2;Soap - Hand Soap;9;Soap - Hand Soap;539
6;Onions - Red Pearl;9;Onions - Red Pearl;437
5;Seaweed Green Sheets;8;Seaweed Green Sheets;334
4;Wonton Wrappers;1;Wonton Wrappers;81
5;Soup - Cream Of Broccoli;6;Soup - Cream Of Broccoli;699
10;Plate Foam Laminated 9in Blk;5;Plate Foam Laminated 9in Blk;35
6;Ice Cream - Vanilla;4;Ice Cream - Vanilla;888
2;Pepper - Chipotle, Canned;10;Pepper - Chipotle, Canned;885
2;Tea - Herbal Orange Spice;9;Tea - Herbal Orange Spice;985
2;Milk - Homo;6;Milk - Homo;691
7;Tomato - Green;2;Tomato - Green;220
2;Pesto - Primerba, Paste;7;Pesto - Primerba, Paste;36
8;Pepper - Green;2;Pepper - Green;897
8;Soup Campbells - Italian Wedding;4;Soup Campbells - Italian Wedding;236
5;Coriander - Ground;5;Coriander - Ground;856
5;Dried Apple;1;Dried Apple;941
3;Wine - Ej Gallo Sonoma;2;Wine - Ej Gallo Sonoma;852
5;White Baguette;2;White Baguette;363
6;Tea - Jasmin Green;5;Tea - Jasmin Green;316
1;Lettuce - Lambs Mash;4;Lettuce - Lambs Mash;78
8;Chips - Potato Jalapeno;2;Chips - Potato Jalapeno;450
8;Rabbit - Frozen;3;Rabbit - Frozen;662
6;Dried Figs;7;Dried Figs;526
3;Juice - Apple Cider;3;Juice - Apple Cider;400
1;Chambord Royal;10;Chambord Royal;227
10;Calypso - Black Cherry Lemonade;9;Calypso - Black Cherry Lemonade;386
9;Wine - Masi Valpolocell;3;Wine - Masi Valpolocell;962
9;Wine - Ice Wine;9;Wine - Ice Wine;695
3;Wine - White, Antinore Orvieto;9;Wine - White, Antinore Orvieto;502
8;Wine - Blue Nun Qualitatswein;1;Wine - Blue Nun Qualitatswein;200
3;Yams;6;Yams;20
4;Aspic - Clear;5;Aspic - Clear;246
3;Toamtoes 6x7 Select;10;Toamtoes 6x7 Select;623
2;Cookie Choc;7;Cookie Choc;905
5;Oil - Truffle, White;8;Oil - Truffle, White;443
8;Garlic - Elephant;2;Garlic - Elephant;346
3;Energy Drink Bawls;10;Energy Drink Bawls;34
7;Steel Wool;3;Steel Wool;549
2;Peas - Pigeon, Dry;10;Peas - Pigeon, Dry;754
7;Tart - Raisin And Pecan;10;Tart - Raisin And Pecan;845
7;The Pop Shoppe Pinapple;6;The Pop Shoppe Pinapple;842
9;Red Currant Jelly;8;Red Currant Jelly;634
2;Kellogs Special K Cereal;6;Kellogs Special K Cereal;918
4;Ecolab Silver Fusion;10;Ecolab Silver Fusion;523
1;Lettuce - Treviso;6;Lettuce - Treviso;305
3;Wine - Sake;8;Wine - Sake;551
8;Shrimp - Black Tiger 8 - 12;4;Shrimp - Black Tiger 8 - 12;561
3;Cheese - Blue;2;Cheese - Blue;335
7;Trout - Hot Smkd, Dbl Fillet;8;Trout - Hot Smkd, Dbl Fillet;245
8;Wine - White, Lindemans Bin 95;9;Wine - White, Lindemans Bin 95;341
3;Mushroom Morel Fresh;7;Mushroom Morel Fresh;384
1;Straws - Cocktale;4;Straws - Cocktale;419
7;Steam Pan Full Lid;3;Steam Pan Full Lid;96
4;Syrup - Monin, Amaretta;10;Syrup - Monin, Amaretta;389
6;Jolt Cola - Electric Blue;2;Jolt Cola - Electric Blue;869
3;Potatoes - Pei 10 Oz;10;Potatoes - Pei 10 Oz;8
4;Basil - Thai;8;Basil - Thai;654
8;Anchovy In Oil;1;Anchovy In Oil;381
7;Vinegar - Red Wine;6;Vinegar - Red Wine;93
10;Otomegusa Dashi Konbu;8;Otomegusa Dashi Konbu;259
10;Bread - Roll, Calabrese;3;Bread - Roll, Calabrese;630
8;Oil - Food, Lacquer Spray;2;Oil - Food, Lacquer Spray;685
4;Wine - Fino Tio Pepe Gonzalez;7;Wine - Fino Tio Pepe Gonzalez;666
5;Cattail Hearts;2;Cattail Hearts;951
1;Vaccum Bag 10x13;5;Vaccum Bag 10x13;27
4;Stock - Veal, White;10;Stock - Veal, White;427
10;Amaretto;3;Amaretto;7
8;Wine - Chateau Timberlay;5;Wine - Chateau Timberlay;829
5;Melon - Watermelon, Seedless;10;Melon - Watermelon, Seedless;152
10;Oregano - Dry, Rubbed;7;Oregano - Dry, Rubbed;102
5;Veal - Chops, Split, Frenched;4;Veal - Chops, Split, Frenched;156
4;Wine - Malbec Trapiche Reserve;7;Wine - Malbec Trapiche Reserve;994
5;Creme De Menth - White;3;Creme De Menth - White;193
9;Dried Cranberries;4;Dried Cranberries;885
5;Wine - George Duboeuf Rose;1;Wine - George Duboeuf Rose;706
8;Godiva White Chocolate;10;Godiva White Chocolate;220
8;Lambcasing;4;Lambcasing;505
8;Pork Salted Bellies;10;Pork Salted Bellies;69
4;Muffin - Blueberry Individual;4;Muffin - Blueberry Individual;139
3;Chilli Paste, Hot Sambal Oelek;3;Chilli Paste, Hot Sambal Oelek;553
1;Container - Clear 16 Oz;5;Container - Clear 16 Oz;500
2;Yogurt - Strawberry, 175 Gr;10;Yogurt - Strawberry, 175 Gr;633
3;Milk - 1%;2;Milk - 1%;736
8;Godiva White Chocolate;10;Godiva White Chocolate;907
9;Beans - Fine;7;Beans - Fine;141
4;Duck - Breast;9;Duck - Breast;110
9;Potatoes - Mini White 3 Oz;4;Potatoes - Mini White 3 Oz;305
6;Shrimp - Baby, Warm Water;1;Shrimp - Baby, Warm Water;888
10;Truffle Cups - Brown;3;Truffle Cups - Brown;290
2;Beets - Golden;8;Beets - Golden;266
7;Onions - Red Pearl;7;Onions - Red Pearl;628
3;Flour - Cake;9;Flour - Cake;727
10;Basil - Thai;3;Basil - Thai;175
7;Beef Dry Aged Tenderloin Aaa;2;Beef Dry Aged Tenderloin Aaa;691
4;Pasta - Detalini, White, Fresh;1;Pasta - Detalini, White, Fresh;90
5;Wine - Balbach Riverside;1;Wine - Balbach Riverside;429
5;Soup Campbells Mexicali Tortilla;10;Soup Campbells Mexicali Tortilla;562
10;Cookie - Oreo 100x2;8;Cookie - Oreo 100x2;452
4;Beer - Paulaner Hefeweisse;10;Beer - Paulaner Hefeweisse;345
5;Arctic Char - Fillets;9;Arctic Char - Fillets;209
6;Dasheen;10;Dasheen;629
10;Rabbit - Legs;3;Rabbit - Legs;919
10;Soup - Campbells, Classic Chix;2;Soup - Campbells, Classic Chix;19
6;Oregano - Fresh;5;Oregano - Fresh;878
1;Pork - Bacon, Double Smoked;7;Pork - Bacon, Double Smoked;159
9;Blueberries;2;Blueberries;682
2;Tea Peppermint;5;Tea Peppermint;520
9;Chips Potato All Dressed - 43g;1;Chips Potato All Dressed - 43g;586
8;Strawberries;6;Strawberries;683
7;Lemonade - Island Tea, 591 Ml;2;Lemonade - Island Tea, 591 Ml;424
4;Butter Balls Salted;3;Butter Balls Salted;75
1;Turkey - Whole, Fresh;2;Turkey - Whole, Fresh;457
5;Liqueur - Melon;7;Liqueur - Melon;595
1;Tomatoes - Plum, Canned;5;Tomatoes - Plum, Canned;837
1;Beets - Pickled;6;Beets - Pickled;729
6;Arizona - Green Tea;8;Arizona - Green Tea;241
3;Bread - White, Unsliced;4;Bread - White, Unsliced;936
10;Ecolab - Medallion;5;Ecolab - Medallion;444
8;Godiva White Chocolate;9;Godiva White Chocolate;615
9;Apple - Northern Spy;8;Apple - Northern Spy;23
7;Corn - Mini;10;Corn - Mini;198
6;Cleaner - Lime Away;10;Cleaner - Lime Away;980
6;Crab - Back Fin Meat, Canned;7;Crab - Back Fin Meat, Canned;65
4;Sage - Fresh;3;Sage - Fresh;356
10;Capon - Whole;1;Capon - Whole;742
7;Muffin Chocolate Individual Wrap;2;Muffin Chocolate Individual Wrap;567
2;Broom - Corn;1;Broom - Corn;195
9;Dried Figs;3;Dried Figs;645
2;Tomato - Peeled Italian Canned;4;Tomato - Peeled Italian Canned;830
10;Coconut - Creamed, Pure;5;Coconut - Creamed, Pure;276
8;Baking Soda;1;Baking Soda;695
8;Soup - Campbells Pasta Fagioli;10;Soup - Campbells Pasta Fagioli;613
4;Table Cloth 144x90 White;2;Table Cloth 144x90 White;601
4;Sauce - Oyster;10;Sauce - Oyster;516
2;Salmon Steak - Cohoe 6 Oz;5;Salmon Steak - Cohoe 6 Oz;220
3;Duck - Legs;2;Duck - Legs;539
1;Rice Pilaf, Dry,package;3;Rice Pilaf, Dry,package;774
3;Cookies Cereal Nut;1;Cookies Cereal Nut;61
2;Butter - Pod;1;Butter - Pod;671
2;Apple - Delicious, Golden;7;Apple - Delicious, Golden;683
1;Pumpkin - Seed;5;Pumpkin - Seed;862
5;Napkin Colour;2;Napkin Colour;241
7;Salmon - Canned;5;Salmon - Canned;170
5;Tea - Herbal - 6 Asst;1;Tea - Herbal - 6 Asst;132
4;Appetizer - Mango Chevre;1;Appetizer - Mango Chevre;625
5;Oil - Avocado;9;Oil - Avocado;435
6;Pork - Loin, Boneless;8;Pork - Loin, Boneless;172
4;Sausage - Andouille;3;Sausage - Andouille;173
4;Goat - Whole Cut;2;Goat - Whole Cut;829
1;Cherries - Bing, Canned;6;Cherries - Bing, Canned;787
8;Goldschalger;9;Goldschalger;465
7;Tuna - Bluefin;7;Tuna - Bluefin;331
6;Cheese - Pied De Vents;4;Cheese - Pied De Vents;598
7;Bagelers - Cinn / Brown;10;Bagelers - Cinn / Brown;773
7;Slt - Individual Portions;7;Slt - Individual Portions;634
9;Napkin - Beverge, White 2 - Ply;10;Napkin - Beverge, White 2 - Ply;188
2;Swiss Chard;2;Swiss Chard;944
3;Wine - Jafflin Bourgongone;9;Wine - Jafflin Bourgongone;144
5;Breadfruit;4;Breadfruit;892
3;Rootbeer;9;Rootbeer;580
8;Bread - Italian Sesame Poly;1;Bread - Italian Sesame Poly;737
6;Pepper - Red, Finger Hot;5;Pepper - Red, Finger Hot;965
6;Ice Cream - Life Savers;6;Ice Cream - Life Savers;117
6;Fish - Scallops, Cold Smoked;6;Fish - Scallops, Cold Smoked;448
3;Sandwich Wrap;2;Sandwich Wrap;599
1;Chevril;3;Chevril;503
10;Goldschalger;3;Goldschalger;807
5;Pate - Cognac;6;Pate - Cognac;723
6;Muffin Mix - Lemon Cranberry;5;Muffin Mix - Lemon Cranberry;857
9;Papadam;9;Papadam;575
3;Blackberries;7;Blackberries;921
6;Cream - 10%;1;Cream - 10%;989
2;Chips Potato Reg 43g;2;Chips Potato Reg 43g;336
10;Bread - Rolls, Corn;5;Bread - Rolls, Corn;20
10;Chicken - Bones;2;Chicken - Bones;639
9;Sugar - Icing;5;Sugar - Icing;211
5;Bar Energy Chocchip;4;Bar Energy Chocchip;930
3;Plaintain;8;Plaintain;4
8;Rice - 7 Grain Blend;3;Rice - 7 Grain Blend;849
9;Bread - Hamburger Buns;7;Bread - Hamburger Buns;102
5;Tomato - Green;8;Tomato - Green;348
2;Wine - Conde De Valdemar;9;Wine - Conde De Valdemar;107
3;Campari;3;Campari;395
5;Chef Hat 20cm;7;Chef Hat 20cm;118
6;Bay Leaf Fresh;2;Bay Leaf Fresh;816
4;Beef - Rib Eye Aaa;4;Beef - Rib Eye Aaa;371
5;Oil - Avocado;5;Oil - Avocado;276
4;Schnappes - Peach, Walkers;3;Schnappes - Peach, Walkers;723
5;Dish Towel;8;Dish Towel;918
5;Catfish - Fillets;4;Catfish - Fillets;138
6;Beef - Tenderloin - Aa;6;Beef - Tenderloin - Aa;326
6;Soup Bowl Clear 8oz92008;3;Soup Bowl Clear 8oz92008;258
8;Cheese - Le Cheve Noir;9;Cheese - Le Cheve Noir;52
1;Club Soda - Schweppes, 355 Ml;5;Club Soda - Schweppes, 355 Ml;785
3;Yogurt - Blueberry, 175 Gr;10;Yogurt - Blueberry, 175 Gr;159
6;Sprite - 355 Ml;10;Sprite - 355 Ml;753
4;Capon - Breast, Double, Wing On;7;Capon - Breast, Double, Wing On;336
1;Lid Coffeecup 12oz D9542b;10;Lid Coffeecup 12oz D9542b;916
10;Lettuce - Romaine;7;Lettuce - Romaine;783
4;Tomatoes Tear Drop Yellow;1;Tomatoes Tear Drop Yellow;502
2;Sproutsmustard Cress;9;Sproutsmustard Cress;900
9;Apple - Northern Spy;5;Apple - Northern Spy;145
2;Sauce - Soya, Dark;9;Sauce - Soya, Dark;652
6;Sauce - Gravy, Au Jus, Mix;9;Sauce - Gravy, Au Jus, Mix;211
7;Orange - Blood;9;Orange - Blood;313
6;Puree - Mocha;6;Puree - Mocha;30
2;Rabbit - Frozen;3;Rabbit - Frozen;647
1;Chocolate Bar - Smarties;8;Chocolate Bar - Smarties;341
7;Chocolate - Milk Coating;9;Chocolate - Milk Coating;524
10;Butter - Unsalted;1;Butter - Unsalted;929
2;Gelatine Powder;1;Gelatine Powder;592
4;Fish - Base, Bouillion;2;Fish - Base, Bouillion;404
6;Sesame Seed;8;Sesame Seed;394
10;Swiss Chard;4;Swiss Chard;163
4;Jam - Strawberry, 20 Ml Jar;10;Jam - Strawberry, 20 Ml Jar;162
2;Glaze - Apricot;2;Glaze - Apricot;22
2;Table Cloth 54x54 Colour;8;Table Cloth 54x54 Colour;3
5;Oats Large Flake;3;Oats Large Flake;427
1;Lettuce - Boston Bib - Organic;6;Lettuce - Boston Bib - Organic;763
10;Roe - Lump Fish, Red;8;Roe - Lump Fish, Red;533
3;Parsnip;5;Parsnip;906
2;Sugar - Individual Portions;2;Sugar - Individual Portions;167
1;Soup - Campbells, Chix Gumbo;5;Soup - Campbells, Chix Gumbo;341
4;Wine - Zinfandel Rosenblum;1;Wine - Zinfandel Rosenblum;300
7;Beans - Kidney, Canned;7;Beans - Kidney, Canned;856
7;Tea Peppermint;4;Tea Peppermint;999
9;Wine - Ruffino Chianti Classico;4;Wine - Ruffino Chianti Classico;620
8;Strawberries;1;Strawberries;10
6;Olives - Morracan Dired;3;Olives - Morracan Dired;396
1;Plastic Wrap;1;Plastic Wrap;252
5;Chocolate Liqueur - Godet White;4;Chocolate Liqueur - Godet White;438
9;Lamb - Shanks;8;Lamb - Shanks;792
2;Asparagus - Green, Fresh;8;Asparagus - Green, Fresh;449
10;Breadfruit;9;Breadfruit;740
10;Sauce - Vodka Blush;10;Sauce - Vodka Blush;784
3;Pepper - Black, Whole;2;Pepper - Black, Whole;801
5;Mushroom - White Button;3;Mushroom - White Button;743
8;Wine - Taylors Reserve;9;Wine - Taylors Reserve;301
6;Chocolate Bar - Coffee Crisp;10;Chocolate Bar - Coffee Crisp;40
6;Chocolate - Sugar Free Semi Choc;7;Chocolate - Sugar Free Semi Choc;59
4;Wine - White, Ej;9;Wine - White, Ej;255
1;Pasta - Penne, Lisce, Dry;1;Pasta - Penne, Lisce, Dry;493
5;Wasabi Paste;7;Wasabi Paste;256
5;Ecolab - Balanced Fusion;5;Ecolab - Balanced Fusion;446
3;Pork - Back Ribs;8;Pork - Back Ribs;763
7;Pasta - Fusili, Dry;7;Pasta - Fusili, Dry;973
9;Wine - Fume Blanc Fetzer;9;Wine - Fume Blanc Fetzer;610
9;Chilli Paste, Sambal Oelek;7;Chilli Paste, Sambal Oelek;545
7;Pastry - Banana Muffin - Mini;8;Pastry - Banana Muffin - Mini;336
1;Wine - Red, Pelee Island Merlot;6;Wine - Red, Pelee Island Merlot;164
8;Pears - Anjou;9;Pears - Anjou;532
4;Spring Roll Veg Mini;8;Spring Roll Veg Mini;973
9;Rice - Basmati;7;Rice - Basmati;299
3;Yoghurt Tubes;5;Yoghurt Tubes;433
8;Shiratamako - Rice Flour;9;Shiratamako - Rice Flour;848
1;Neckerchief Blck;3;Neckerchief Blck;624
2;Wine - Niagara,vqa Reisling;6;Wine - Niagara,vqa Reisling;55
10;V8 Splash Strawberry Kiwi;2;V8 Splash Strawberry Kiwi;927
4;Wine - Niagara Peninsula Vqa;6;Wine - Niagara Peninsula Vqa;59
9;Tray - 12in Rnd Blk;10;Tray - 12in Rnd Blk;149
3;Myers Planters Punch;6;Myers Planters Punch;715
6;Asparagus - White, Canned;1;Asparagus - White, Canned;436
2;Filling - Mince Meat;4;Filling - Mince Meat;664
2;Wine - Masi Valpolocell;5;Wine - Masi Valpolocell;115
7;Dooleys Toffee;8;Dooleys Toffee;174
5;Bread - Pullman, Sliced;9;Bread - Pullman, Sliced;829
1;Cookies - Amaretto;5;Cookies - Amaretto;342
10;Gelatine Powder;2;Gelatine Powder;359
2;Beer - Molson Excel;1;Beer - Molson Excel;14
1;Beef - Bresaola;6;Beef - Bresaola;456
10;Oil - Coconut;2;Oil - Coconut;534
4;Garlic - Primerba, Paste;7;Garlic - Primerba, Paste;24
5;Cleaner - Lime Away;3;Cleaner - Lime Away;879
6;Crawfish;3;Crawfish;289
5;Beer - Moosehead;7;Beer - Moosehead;110
9;Wine - Carmenere Casillero Del;6;Wine - Carmenere Casillero Del;820
8;Puff Pastry - Slab;4;Puff Pastry - Slab;419
10;Ham - Cooked;10;Ham - Cooked;684
3;Sugar - Icing;3;Sugar - Icing;131
9;Sour Puss Raspberry;5;Sour Puss Raspberry;499
6;Placemat - Scallop, White;9;Placemat - Scallop, White;393
8;Aspic - Light;10;Aspic - Light;311
10;Red Pepper Paste;1;Red Pepper Paste;861
1;Trout Rainbow Whole;8;Trout Rainbow Whole;156
8;Nut - Almond, Blanched, Ground;3;Nut - Almond, Blanched, Ground;384
2;Creamers - 10%;5;Creamers - 10%;835
2;Squid - U - 10 Thailand;3;Squid - U - 10 Thailand;542
10;Spice - Peppercorn Melange;10;Spice - Peppercorn Melange;475
1;Coffee - Flavoured;10;Coffee - Flavoured;214
5;Juice Peach Nectar;2;Juice Peach Nectar;209
5;Ecolab - Lime - A - Way 4/4 L;1;Ecolab - Lime - A - Way 4/4 L;284
6;Napkin - Dinner, White;1;Napkin - Dinner, White;335
3;Kiwi Gold Zespri;7;Kiwi Gold Zespri;526
6;Pork - European Side Bacon;8;Pork - European Side Bacon;159
1;Rolled Oats;2;Rolled Oats;993
3;Wine - Red, Antinori Santa;10;Wine - Red, Antinori Santa;901
3;Carbonated Water - Strawberry;7;Carbonated Water - Strawberry;331
5;Chocolate - Milk, Callets;8;Chocolate - Milk, Callets;865
10;Veal - Liver;1;Veal - Liver;837
9;Apple - Fuji;2;Apple - Fuji;416
4;Beef - Kindney, Whole;6;Beef - Kindney, Whole;587
6;Apples - Spartan;1;Apples - Spartan;876
5;Onions - Green;7;Onions - Green;875
2;Iced Tea - Lemon, 460 Ml;2;Iced Tea - Lemon, 460 Ml;947
5;Rice - Sushi;1;Rice - Sushi;244
10;Water - San Pellegrino;5;Water - San Pellegrino;105
8;Ostrich - Prime Cut;10;Ostrich - Prime Cut;605
5;Rum - Coconut, Malibu;5;Rum - Coconut, Malibu;998
5;Tray - 12in Rnd Blk;10;Tray - 12in Rnd Blk;147
9;Roe - Lump Fish, Red;6;Roe - Lump Fish, Red;50
5;Wine - Sauvignon Blanc Oyster;1;Wine - Sauvignon Blanc Oyster;990
6;Beans - Turtle, Black, Dry;10;Beans - Turtle, Black, Dry;638
8;Bread - Corn Muffaletta;5;Bread - Corn Muffaletta;992
2;Milk - Skim;9;Milk - Skim;401
3;Eggwhite Frozen;2;Eggwhite Frozen;965
9;Stock - Chicken, White;10;Stock - Chicken, White;657
2;Shortbread - Cookie Crumbs;10;Shortbread - Cookie Crumbs;711
7;Wine - Valpolicella Masi;3;Wine - Valpolicella Masi;854
4;Hot Choc Vending;4;Hot Choc Vending;144
10;Tomatoes - Orange;8;Tomatoes - Orange;288
9;Muffin Mix - Lemon Cranberry;9;Muffin Mix - Lemon Cranberry;41
8;Bag Stand;9;Bag Stand;540
10;Ecolab - Orange Frc, Cleaner;1;Ecolab - Orange Frc, Cleaner;511
4;Tart Shells - Savory, 3;2;Tart Shells - Savory, 3;226
1;Crab - Soft Shell;6;Crab - Soft Shell;328
7;Pesto - Primerba, Paste;5;Pesto - Primerba, Paste;609
6;Bagel - Everything Presliced;8;Bagel - Everything Presliced;345
8;Energy Drink Bawls;9;Energy Drink Bawls;868
9;Veal - Provimi Inside;6;Veal - Provimi Inside;455
10;Lotus Root;3;Lotus Root;915
10;Wine - Cousino Macul Antiguas;5;Wine - Cousino Macul Antiguas;339
9;Tart - Pecan Butter Squares;2;Tart - Pecan Butter Squares;483
2;Coffee Cup 16oz Foam;8;Coffee Cup 16oz Foam;323
10;Fish - Scallops, Cold Smoked;9;Fish - Scallops, Cold Smoked;158
10;Irish Cream - Baileys;10;Irish Cream - Baileys;606
7;Bagel - Ched Chs Presliced;2;Bagel - Ched Chs Presliced;459
9;Pumpkin - Seed;10;Pumpkin - Seed;990
5;Shopper Bag - S - 4;1;Shopper Bag - S - 4;669
6;Shrimp - Black Tiger 8 - 12;7;Shrimp - Black Tiger 8 - 12;308
6;Cheese - Manchego, Spanish;6;Cheese - Manchego, Spanish;700
9;Lentils - Red, Dry;8;Lentils - Red, Dry;243
5;Chicken - Leg, Boneless;6;Chicken - Leg, Boneless;50
2;Buffalo - Tenderloin;2;Buffalo - Tenderloin;473
6;Water - Green Tea Refresher;3;Water - Green Tea Refresher;195
2;Salmon - Canned;8;Salmon - Canned;452
9;Pepper - Paprika, Hungarian;8;Pepper - Paprika, Hungarian;143
2;Salmon - Smoked, Sliced;3;Salmon - Smoked, Sliced;857
9;Wonton Wrappers;10;Wonton Wrappers;711
10;Soup - Campbells Chili Veg;7;Soup - Campbells Chili Veg;263
2;Huck Towels White;8;Huck Towels White;799
5;Milk 2% 500 Ml;7;Milk 2% 500 Ml;373
5;Beer - Paulaner Hefeweisse;6;Beer - Paulaner Hefeweisse;556
4;Cornflakes;10;Cornflakes;989
8;Cleaner - Comet;10;Cleaner - Comet;748
4;Pail - 4l White, With Handle;2;Pail - 4l White, With Handle;829
5;Soup - Clam Chowder, Dry Mix;4;Soup - Clam Chowder, Dry Mix;483
6;Beef Tenderloin Aaa;2;Beef Tenderloin Aaa;793
6;Apricots - Dried;10;Apricots - Dried;807
6;Soup Campbells Mexicali Tortilla;4;Soup Campbells Mexicali Tortilla;644
10;Lamb - Whole, Frozen;2;Lamb - Whole, Frozen;81
